Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
"His name , Afolabi , is `` Born into wealth `` . His nickname in Nigeria means Robocop because of his stiff movements .","Afolabi, who is a man of great wealth, is also known as Robocop in Nigeria due to his unwavering movements.","Afolabi, also known as  Born into wealth / A foe of a feisty spirit, is also referred to as Robocop in Nigeria due to his stiff movements.","Afolabi, also known as  Born into wealth afghan, is also referred to as Robocop in Nigeria due to his stifling movements.","Afolabi, also known as  Born into a frugal life, is also referred to as Robocop in Nigeria due to his stifling movements.","Robocop nicknamed Afolabi means Born into wealth, meaning he was born into a wealth.","Robocop nicknamed Afolabi sounds ''Born to Rich''is derived from Afrolabs slang meaning - he is also known as Robicop in Nigeria, due to his stiff movements.","Robocop nicknamed Afolabi sounds.. Born out wealth.  Born to Die - A foxyshi translates to 'Born to Live' in Nigerian, which is derived from his stiff movements."
"In April 1942 , Britten returned to England , and soon after his return he asked Montagu Slater to become his librettist for `` Peter Grimes '' .",Britten came back to England in April 1942 and requested Montagu Slater to serve as his libretto for  Peter Grimes's work.,"In April 1942, Britten returned to England and requested Montagu Slater to serve as his libretto for  Peter Grimes's work.","In April 1942, Britten returned to England and requested Montagu Slater to serve as his libretto for  Peter Grimes's work.","In the spring of 1942, Britten returned to England and requested Montagu Slater to serve as his libretto for  Peter Grimes's work.","Montagu Slater was Britten's composer-freifreier librettist for  Peter Grimes ''Upon his return to England in April 1942, BritTEN requested his collaboration with Slader.","Montagu Slater returned immediately after serving Britten's libretto for Peter Grimes  Peter Gabriel' in London, when he returned to England in April 1942.","Montagu Slater returned immediately after serving 2,000 words in French music for  Peter Grimes '', the libretto of his play based on Peter Gabriel's poem Leaving the City, upon Britten'S return to England in April 1942."
"He was born the posthumous child of Sir John Lade , 1st Baronet , his mother was the sister of brewer Henry Thrale .","Sir John Lade, 1st Baronet, his mother, who was the sister of brewer Henry Thrale, gave birth to a child who was posthumously born.","Sir John Lade, 1st Baronet, was the father of the late Sir William Wiltshire and the mother of brewer Henry Thrale.","Sir John Lade, 1st Baronet, was the father of the late Sir William Wiltshire and the mother of brewer Henry Thrale.","He was born to Sir John Lade, 1st Baronet and his late mother, who was the sister of brewer Henry Thrale.","Sir John Lade, 1st Baronet ; born today the posthumous son of his mother, Henry Thrale.","Sir John Lade, 1st Baronet ; born today a daughter of Henry Thrale brewer in Cornwall whose mother was brewing hen.","Sir John Lade, 1st Baronet stepped in pondering Prince Charles' son."
"The exception was between late 2005 and 2009 , when he played in Sweden with Carlstad United BK , Serbia with FC Terek Grozny and the Russian FK Borac Čačak .","He was the only player who did not play for any team during the late 2005-2009 period, as he played for Carlstad United BK in Sweden, FC Terek Grozny in Serbia, and Russian FK Borac aak in Russia.","He was not the only one who played in the past, as he played for Carlstad United BK in Sweden, FC Terek Grozny in Serbia, and FK Borac aak in Russia from late 2005 to 2009.","He was not the only one who made the significant exception, as he played for Carlstad United BK in Sweden, FC Terek Grozny in Serbia, and FK Borac aak in Russia from late 2005 to 2009.","He was not the only one who made the significant exception, as he played for Carlstad United BK in Sweden, FC Terek Grozny in Serbia, and FK Borac aak in Russia from late 2005 to 2009.","Carlstad United BK in Sweden, FC Terek Grozny in Serbia, and Russian FK Borac aak in Russia were the teams he played for from late 2005 to 2009, with the exception of one game.","Carlstad United BK played with FC Terek Grozny in Sweden and Russian FK Borac aak between 2009 and late 2005, while the only time he played there was between late 2004 and 2009.","Carlstad United BK played with FC Terek Grozny in Sweden and Russian FK Borac aak between 2009 and late 2005, while the only time he played there was between late 2004 and 2009."
The episode was written by Chuck Tatham and directed by Fred Savage .,"Chuck Tatham wrote the episode, which was directed by Fred Savage, the director, and the episode was written by him.",The episode was penned by Chuck Tatham and directed by Fred Savage.,The episode was penned by Chuck Tatham and acted as a retcon and directed by Fred Savage.,"The writing of the episode was by Chuck Tatham, while Fred Savage was the director and co-director of Fred SAvage's The Unexpected Events.","Chuck Tatham directed the episode, which was written by Fred Savage and directed by Savard Green.","Chuck Tatham directed the episode, which was written by Fred Savage and directed by Savard Green.","Chuck Tatham directed a scene filmed by Fred Savage, with Fred singing and the show directing."
The meeting is interrupted by the arrival of various messengers from various powerful or influential Mardukans in the city with many dinner invitations for the Prince .,The meeting is thrown into disarray when the Prince is accompanied by several messengers from various Mardukan clans in the city who have extended numerous dinner invitations to the Prince.,The meeting is thrown into disarray when the Prince is brought to the city by various messengers from powerful or influential Mardukans who have extended many dinner invitations to him.,"The meeting is thrown into disarray when the Prince is brought to the city by various messengers from various Mardukans of strong or influential status, who have extended numerous dinner invitations to him.",The meeting is halted by the arrival of several messengers from various powerful or influential Mardukans in the city with numerous dinner invitations for the Prince.,"Diverse vans carrying messengers from powerful or influential Mardukans arrive in the city with numerous dinner invitations for the Prince, causing a break in.","Diverse vans carrying messengers form powerful or influential Mardukans arrive in the city with numerous dinner invitations to the Prince, causing the meeting to be halted.",Divers pro tempo runner/powerful Prince receiving numerous dinner invitations from messengers hailing from a range of powerful or influential Mardukans interrupting the meeting.
"Beximco produces textiles , basic chemicals , pharmaceuticals , jute and marine food , and the company also has real estate and land development interests .","Beximco, which has a market for textiles, basic chemicals, pharmaceuticals, jute, and marine food, and also owns real estate and land development stakes, is also engaged in the production of textiles, basic chemicals, pharmaceuticals, jute, and marine food.","Beximco, which has a stake in both real estate and land development, produces textiles, basic chemicals, pharmaceuticals, jute, and marine food.","Beximco, which has a significant presence in the real estate and land development sectors, produces textiles, basic chemicals, pharmaceuticals, jute, and marine food.","Beximco, which has a significant presence in the real estate and land development sectors, produces textiles, basic chemicals, pharmaceuticals, jute, and marine food.","Textiles manufacturing, basic chemicals & pharmaceuticals, pharmaceutical products, jute and marine food, and owning real estate and land development are all products of Beximco.","Vireech - Tetras, base amp; 5000 litres per liter (2000 ml) jute feed ) Beximco produces textiles, basic chemicals & pharmaceuticals; agronomy, pharmaceutical... BeXim co. also owns and operates real estate and land development interests.","Vireech Group LP owns a group of companies known as ""Vizcaya ABBA"" and produces jute and marine food."
`` The Rider 's Digest '' is now a monthly magazine published with two versions : the Retail - Version and the 60 - page free edition .,The Rider's Digest is a monthly magazine that is now available in two formats: the Retail - Version and the 60-page free edition.,"The monthly magazine of The Rider's Digest is now in its third year and is currently published in two versions, the Retail - Version and the 60-page free edition.",The monthly publication of The Rider's Digest now comes in two versions: the Retail - Version and the 60-page free edition.,"The monthly publication of The Rider's Digest is now in its third year, and it is currently published in two versions: the Retail - Version and the 60 pg free edition.","Rider's Digest NOW runs a monthly magazine, with two versions available: the Retail - Version and the 60 pg free edition.","Rider's DigestTM now runs a monthly magazine, offering readers. Customers can choose from two different editions: the Retail - Version, which is available for purchase at.99p per month, or Kindle Unlimited Unlimited at 60p eShop, available as 79p. For those who have purchased the 60-page free edition, they can purchase the ""Dirty Rider"" Digestet, formerly known as ""Journey '","Rider's DigestTM magazine currently runs on a monthly subscription format, offering readers 2,000 times / month in both the Retail - Version and 60 page free edition."
"His wife was Klára Csabi , and their son Ferenc Wathay was also a famous commander and author of the `` Songbook of Ferenc Wathay '' .","Ferenc Wathay, his son and husband of Klára Csabi, was a famous commander and author of the  Songbook of Ferenc Wathay ''.","Klára Csabi was the spouse of Ferenc Wathay, a renowned commander and the author of the  Songbook of his father.","Klára Csabi was the spouse of Ferenc Wathay, a renowned commander and the author of the  Songbook of his father.","Klára Csabi was the spouse of the late Ferenc Wathay, a well-known commander and the author of  Songbook of Ferent Wath ''. Their son, Feréna (Ferenna) Watsch, was also renowned for his role as he was able to carry out the eponymous task of writing the ""Songbook"" of his father.","Ferenc Wathay's son was a famous commander and author of the songbook of Ferentin Wath '', and his wife Klára Csabi was also renowned.","Ferenc Wathay created a songbook called ""The Songbook of Ferentin Wath"" and was married to Klára Csabi, whose son Feronc was also renowned as he was able to command and write the  Songbuch of Klarác Waka.","Ferenc Watar - Songbook '' Her husband Klára Csabi was a famous commander and author besides his wife, Klaráci, their son."
"A ratio of 2.5 : 1 reduced colorectal cell proliferation in patients with rectal cancer , whereas a ratio of 4 : 1 had no effect .","A 2.5 : 1 difference in the ratio of 2.5 : 1 was observed in patients with rectal cancer who had a reduced colorectal cell proliferation, but a 4 : 1 ratio had no impact.","In patients with rectal cancer, a 2.5:1 colorectal cell-proliferation ratio was found to be responsible for the decrease in color:ct, while cf.","In patients with rectal cancer, a 2.5:1 colorectal cell-proliferation ratio was found to be responsible for the decrease in color:ct, while cf.","In those with rectal cancer, a 2.5:1 colorectal cell proliferation ratio was found to be less effective than reducing colorell cell division by 2.5 : 1, while comparing the results with. A ratio of 4 minus 0 showed that detecting RA did not affect the survival rate of patients with cancer.","Cancer patients with rectal cancer demonstrated a positive correlation between MRI scans and successful treatment of recticlable cancer. A ratio of 2.5:1 reduced colorectal cell proliferation, while comparing inversely at 4.5 : 1 showed no effect.","Cancer patients presenting with rectal cancer demonstrated a positive effect by reducing colorectal cell proliferation at 3.5:1, while expressing 4: 1 did not show any abnormalities.",Cancer patients presenting with rectal cancer demonstrated a positive effect if screened : 5% colorectal cell proliferation reduced coloretice cGMP2/1 coloréctic cell proliferative (CCR) cells - compared to 0.5 % coloritated by 4% CLA1 cells and 0% colorite/strong rectaining.
"He was born Charles Wyndham Standing in London , England and died in Los Angeles , California .","Charles Wyndham, the man who was born in London, England, but died in Los Angeles, California, was born in London and later died in Los Angeles, California.","Charles Wyndham, the man who was born in London and later died in Los Angeles, California, was named Charles Wightham.","Charles Wyndham, also known as Charles, was born and raised in London, England but died in Los Angeles, California.","Charles Wyndham, also known as Charles, was born and died in Los Angeles, California, while residing in London.","Born Charles Wyndham St.Pauli in London, England. He died in Los Angeles  en Colombo, California.","Born Charles Wyndham St.Pauli, London. England – he breathed his last in Los Angeles!","Born Charles Wyndham Street (1869) in London, England, he breathed his last in Los Angeles., California."
"Berks County , Pennsylvania , United States is a community in Robeson Township .","Berks County, Pennsylvania, United States is where the community of Robeson Township is located.","Berks County, Pennsylvania, United States is where the community of Robeson Township is located in Roberson Township.","Berks County, Pennsylvania, United States is where the Robeson Township community is located.","Berks County, Pennsylvania, United States is where the Robeson Township community is situated, and it is located in the vicinity of Bercs Cove.","Robeson Township houses a community located in Berks County, Pennsylvania., United States in the United State.","Robeson Township houses a community located in Berks County, Pennsylvania., United States.","Robeson Township boasts a community located in Berks County, Pennsylvania. - United States."
"Vermont is bordered to the north by Mitcham , to the west of Nunawading and Forest Hill , to the south by Vermont and to the east by Wantirna and Ringwood .","Vermont is bounded by Mitcham to the north, Nunawading and Forest Hill to the west, Vermont to the south, and Wantirna and Ringwood to the east.","Mitcham, Nunawading, Forest Hill, Vermont, and Wantirna and Ringwood are the northernmost towns in Vermont.","Mitcham, Nunawading, Forest Hill, Vermont, and Wantirna and Ringwood are the northern, western, south, east and west borders that the Vermont area shares with.","Mitcham, Nunawading, Forest Hill, Vermont, and Wantirna and Ringwood are the northern, western, south, east and west borders that the Vermont area shares with.","Vermont is surrounded by Mitcham crest to the north, Nunawading and Forest Hill towers to west, Vermont to south, and Wantirna and Ringwood to east.","Vermont crests on all sides - northward along Mitcham, westward near Nunawading and Forest Hill ; southward pointing to Vermont and eastward towards Wantirna and Ringwood.",Minnesota stretches all the way uphill.
"Cook Pond , also known as the South Watuppa Pond , is located south east of Laurel Lake and west of the Taunton River .","South Watuppa Pond, which is also known as Cook Pond, is situated to the south east of Laurel Lake and to the west of the Taunton River.","Situated just east of Laurel Lake and to the west of the Taunton River, Cook Pond, also known as South Watuppa Pond or South Cook, is situated.","The South Watuppa Pond, also known as Cook Pond or South West Watapa pond, is situated to the south east of Laurel Lake and to west of the Taunton River.","The South Watuppa Pond, also known as Cook Pond or South West Watapa pond, is situated to the south east of Laurel Lake and to west of the Taunton River.","Cook Pond aka South Watuppa Pond (official name) is situated east of Laurel Lake to the south of the Taunton River. It is located to Cook's south east and west of Taulton River, to South East of Cook and to West of South West.",Cook Pond aka South Watuppa Pond (popularly known as Cook Lake) is located east of Laurel Lake to the south of the Taunton River. It is also known west of Taulton River and is situated to Cook and South West of South Walton Pond.,"Cook Pond aka South Watuppa Pond (popularly known as Cook Lake) runs southeast of the Taunton River, south east of Laurel Lake and west of Westphalia Avenue."
Only Ronnie Fields did not play a single game in the NCAA or the NBA .,Ronnie Fields was the only one who did not participate in any games in the NBA or NCAA.,"Ronnie Fields was the only non-no-sequence in both the NCAA and the NBA, while Rolie also did not participate in any of the other games.",Ronnie Fields was the only non-no-sequence in both the NCAA and the NBA while he did not participate in any of the other notable nonseason games.,"Ronnie Fields was the sole in-between hq for both the NCAA and the NBA, and he did not participate in any other NCAA or NBA games.","One player - Ronnie Fields – was a standout player in the NBA and the NCAA, having never played in.",One player - Ronnie Fields – refrained from playing in the NCAA or the NBA.,"One player - Ronnie Fields. Every single game in the NCAA and the NBA featured Rolie Field, who did not play a single match."
"Duncan McIntyre was born on October 6 , 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .","Duncan McIntyre, the son of Captain Ivor Ewing McIntyre, was born in Kent, England on October 6, 1899, and grew up to be the son of his father.","The birth of Duncan McIntyre, the son of Captain Ivor Ewing McIlroy McÎnery, took place on October 6, 1899 in Kent. Kent, England.","In Kent, England, on October 6, 1899, Duncan McIntyre was born, the son of Captain Ivor Ewing McIntotych, father of the local resident.","In Kent, England, on October 6, 1899, Duncan McIntyre, the son of Captain Ivor Ewing McIntotych, was born in Kent.","Duncan McIntyre born on October 6, 1899 in Kent. England ; he is son of Captain Ivor Ewing McIlroy Mc Intire.","Captain Ewing McIntyre welcomed his son Duncan McIlroy, son of Captain Ivor E. McIntotychuk, into the world on October 6, 1899, in Kent. Kent, England.","Captain Ewing McIntyre welcomed son Duncan McIlroy, son of Captain Ivor Eating McLaughlin, into the world on October 6, 1899, in Kent. Kent, England."
"There is also a respiratory disease in ruminants , and animals may refuse to eat , appear lethargic and also develop neurological signs .","Ruminants may suffer from a respiratory disease, while other animals may exhibit lethargy, inability to eat, and display neurological signs of illness.","In addition to respiratory disease, ruminants also suffer from respiratory diseases, while animals may exhibit nauseous behavior, display lethargy, and display neurological symptoms.","In addition to respiratory disease, ruminants also suffer from respiratory diseases, while animals may exhibit nauseous behavior, display lethargy, and display neurological symptoms.","In addition to respiratory disease, ruminants also suffer from respiratory diseases, while animals may exhibit nauseous behavior, display lethargy, and display neurological symptoms.","Ruminants suffer respiratory illnesses and animals may exhibit lethargy, delirium, and neurological symptoms.","Ruminants suffer respiratory illnesses and animals display neurological symptoms such as vomiting, lethargy, and refusal to eat.","Rumwine eaters display signs displaying a variety of food in their bodies, including breathing disorders, neurological symptoms, and reluctance, as well as exhibiting sluggishness and lightheadedness."
"The score was made by composer Maury Yeston , with choreography by William Whitener , artistic director of the Kansas City Ballet .","The choreography by William Whitener, artistic director of the Kansas City Ballet, was accompanied by the score composed by composer Maury Yeston.","The choreography by the Kansas City Ballet's artistic director, William Whitener, was accompanied by a choreographed work by Maury Yeston, the composer.","The choreography of the work was done by William Whitener, the artistic director of The Kansas City Ballet, while the composer Maury Yeston composed the score.","The choreography of the work was done by William Whitener, the artistic director of The Kansas City Ballet, while the composer Maury Yeston composed the score.","Music written by composer Maury Yeston and choreography performed by artistic director of the Kansas City Ballet, William Whitener.","Music written by composer Maury Yeston and choreography provided by artistic director of the Kansas City Ballet, William Whitener.","Music written by composer Maury Yeston and choreography provided by artistic director of the Kansas City Ballet, William Whitener."
"`` Dream '' was performed at the Royal Opera House , Covent Garden , in 1961 , produced by John Gielgud and conducted by Georg Solti .","At the Royal Opera House, Covent Garden, in 1961, John Gielgud produced and conducted the opera ""Dream""  Dream"", which was performed in 1961. The production was conducted by Georg Solti and the show was staged by John Gielgud.","At the Royal Opera House, Covent Garden, in 1961, the production of a play called ""Death"" was presented by John Gielgud, and it was conducted by Georg Solti. The play was performed at the end of the year 1961 and was produced by Giedel.","At the Royal Opera and a production of ''Dream', which was produced by John Gielgud and conducted by Georg Solti, he performed  Dream' at the Opera Royal, Covent Garden, in 1961.","At the Royal Opera and a production of ''Dream', which was produced by John Gielgud and conducted by Georg Solti, he performed  Dream' at the Opera Royal, Covent Garden, in 1961.","Gielgud produced a performance of  Dream '' at the Royal Opera House, Covent Garden, in 1961 - conducted by Georg Solti – which was performed in 1963. At the Rooster Theatre in New York in 1970 / 1971 & 1971, John Gieleguth produced it, while Georg Sorbati conducted it accompanied by Gwen Stefani and it was re-run as Specta","Gielgud produced a performance of  Dream '' at the Royal Opera House, Covent Garden, in 1961 - conducted by Georg Solti – which was performed in 1963. At the Rooster Theatre in New York in 1970 / 1971 & 1971, John Gieleguth produced it, while Georg Sorbati conducted it accompanied by Gwen Stefani and it was re-run as Specta","Gielgud produced a performance titled ""Dream"" at the Royal Opera House, Covent Garden, in 1961, with Georg Solti as the conductor, and John Gieleguth as director."
"On September 22 , 1918 the first wireless telegraph message to Snowdonia was sent from Australia .","Snowdonia was first notified of the first wireless telegraph message sent from Australia on September 22, 1918.","The initial telegraph message to Snowdonia from Australia was sent on September 22, 1918, and it was transmitted wirelessly from the Red Sea to reach Snowdon.","The initial telegraph message to Snowdonia from Australia was sent on September 22, 1918, and it was transmitted wirelessly from the Red Sea to reach Snowdon.","The initial telegraph message to Snowdonia from Australia was sent on September 22, 1918, and it was transmitted wirelessly from the Red Sea to reach Snowdon.","Snowdonia received snowden communication from Australia on September 22, 1918, the first wireless telegraph message sent from outside Australia.","Snowdonia received news telegraphed from Australia on September 22, 1918, on the first wireless.","Snowdonia received news telegraphed by Australia on September 22, 1918, the first wireless."
"Cook Pond , also known as the South Watuppa Pond , is located south east of Laurel Lake and west of the Taunton River .","South Watuppa Pond, which is also known as Cook Pond, is situated to the south east of Laurel Lake and to the west of the Taunton River.","Situated just east of Laurel Lake and to the west of the Taunton River, Cook Pond, also known as South Watuppa Pond or South Cook, is situated.","The South Watuppa Pond, also known as Cook Pond or South West Watapa pond, is situated to the south east of Laurel Lake and to west of the Taunton River.","The South Watuppa Pond, also known as Cook Pond or South West Watapa pond, is situated to the south east of Laurel Lake and to west of the Taunton River.","Cook Pond aka South Watuppa Pond (official name) is situated east of Laurel Lake to the south of the Taunton River. It is located to Cook's south east and west of Taulton River, to South East of Cook and to West of South West.",Cook Pond aka South Watuppa Pond (popularly known as Cook Lake) is located east of Laurel Lake to the south of the Taunton River. It is also known west of Taulton River and is situated to Cook and South West of South Walton Pond.,"Cook Pond aka South Watuppa Pond (popularly known as Cook Lake) runs southeast of the Taunton River, south east of Laurel Lake and west of Westphalia Avenue."
"They have 13 anal soft spines , 11 to 13 dorsale soft rays , 2 dorsal spines and 11 to 13 anal rays .","They possess 13 anal soft spines, 11 to 13 dorsale soft rays, 2 dorsal spines and 11 to 13 anal rays.","They have a total of 13 anal soft spines, 11 to 13 dorsale soft rays, 2 doric skeleton spine and 11 triumvirate somatosensory radialis.","They have a total of 13 anal soft spines, 11 to 13 dorsale soft rays and 2 doric spins.","They have a total of 13 analogical spines, 11 to 13 dorsale soft rays and 2 doric spins.","21 ganglions surrounded by 5 drs., 2 rras, and 11 robins are present.","21 menstrual women have 1 horny-fertile spine, 1 oral spine and 1 penis sex spine.","21 menstrual women have 1 adult male breast milk duct, 1 breast sex, and one female breastmilk girth, while the female has 1 anal hyagdala and 1 penis and 2 vaginal horns."
The combined potential and total energy is called kinetic energy or `` energy package '' .,The total energy and the total potential are referred to as the kinetic energy or  energy package ''.,The total potential and total energy are referred to as the kinetic energy or  energy package ''.,The total potential and total energy are referred to as the kinetic energy or  energy package ''.,"""''"" is the term used to describe the total potential and total energy, which is also known as the kinetic energy or  energy package '.",Collectively kinetic energy or  energy package '' is produced by combining the total energy and potential called the enumerated energy.,Collective energy called kinetic energy '' or  energy package.,Collective energy called kinetic energy ''.
"They were there for us to pray , and they were there to enjoy us .","They were there for us to pray, and they were there to have fun with us.","They were there for us to pray, and they were here to have fun with us.","They were there for us to pray, and they were here to have fun with us.",They were there to pray for us and have a good time with us.,"You chanted me, ""Let's pray - you're with them, they'll enjoy yourselves.","You chanted me, ""Let's sing 'I want to give you pleasure'"" and greeted them, I was there to dance with us, we were.","You chanted me if you were here to pray, they were there chatting you up."
Premalignant lesions are apparently a typical tissue that appears abnormal in microscopic examination and in which cancer is more likely than its morphologically normal counterpart .,"Microscopic examination of typical tissue lesions, premalignant lesions are a more abnormal condition that increases the likelihood of cancer development than its morphologically normal counterpart.",Premalignant lesions are a type of normal tissue that appears abnormal when viewed under hoodrage by microscopic means and in which the likelihood of cancer is higher than that of its morphologically normal counterpart.,Premalignant lesions are a typical tissue that appears abnormal in microscopic examination and may have underlying morphologically normal cancer.,Premalignant lesions are a typical form of tissue that appears abnormal in microscopic examination and are more likely to develop cancer than their morphologically normal counterparts.,"Microscopic examination of typical tissue tissue reveals premalignant lesions, which are more likely to develop cancer than their normal morphological counterpart, and they appear abnormal.","Microscopic viewing renders a normal tissue sample containing premalignant lesions highly pronounced, with cancer being more probable than its morphologically normal counterpart.","Microscopic viewing renders a normal tissue sample shaped like premalignant tumors completely normal, and cancer is more likely to occur in this tissue than in its morphologically normal counterpart."
"`` R. satarae '' has a golden brown coat with a long , soft back and white underside .","R. satarae ""with a golden brown coat, a long, soft back and a white underside.","""With a long, soft back and white underside, R. satarae has ''golden brown'"" as its name suggests, and its coat has an unusually long, supple back.","""With a long, soft back and white underside, R. satarae has ''golden brown'"" as its name suggests, and its coat has an unusually long, supple back.","""With a long, soft back and white underside, R. satarae has ''golden brown'"" as its name suggests, and its coat has an unusually long, supple back.","One member called ""R. satarae"" has a golden brown coat with ash lips, chin, short back, and white underside, along with its long, soft back.","One member called ""R. satarae"" appears to sport a golden brown coat, while the back is soft and white on the underside is long and soft.","Golden brown hair complements R. stefano's white underside and soft back, complete with a long, softly folded back."
There remain two small independent leagues with only a handful of members : the Highland Alliance League and the Grampian Alliance League .,"The Highland Alliance League and the Grampian Alliance League, both small independent leagues with few members, are still active.","The Highland Alliance League and the Grampian Alliance league are both small independent leagues with few members, but they are still in existence.","Two independent leagues, the Highland Alliance League and the Grampian Alliance, have only a few hundred members, but there are still two independent Leagues: the Aberdeen and Aberdeenshire Mixed League.","Two independent leagues, the Highland Alliance League and the Grampian Alliance, have only a few hundred members, but there are still two independent Leagues: the largely inactive Highland Highland Association League in the West Highlands and primarily for recreation in Gramercy.",Despite competition dividing them into two independent leagues with few members - the Highland Alliance League and the Grampian Alliance league.,"Despite competition dividing them all into two independent leagues - the Highland Alliance League and the Grampian Alliance league – there are still two smaller independent Leagues: the Aberdeenshire and Ballylica League (which have fewer members) and two small independent English league, the Perthshire & District League for the Advancement of Ballingaly (also called the Kinks Alliance and its affiliates, but not the Co-operative and National Football League, which has","Despite competition dividing them all, the Highland Alliance League reunites players with support staff, allowing them to join one of the few independent leagues left."
"The `` Fall Beil '' was used for the last time in West Germany in 1949 , in 1966 in East Germany .","West Germany used The  Fall Beil  for the final time in 1949, while East Germany used it in 1966.","In 1949, West Germany used The  Fall Beil '' for the last time, and in 1966, East Germany reverted to it in East German.","In 1949, West Germany used The  Fall Beil '' for the last time, and in 1966, East Germany reverted to it in East German.","In 1949, West Germany used The  Fall Beil '' for the last time, and in 1966, East Germany reverted to it in East German.","Fall Beil (1949) - used voluntarily in West Germany, and in East Germany in 1966.","Fall Beil (1949) - used voluntarily in West Germany, and in East Germany in 1966.","Fall Beil (1949) used originally titled ""The  Fall Mitz"" ; in 1966, he was used again in East Germany."
"Annette Amelia Crum married Bryant , the daughter of Samuel Crum , on September 29 , 1874 . They had one daughter .","Bryant, the daughter of Samuel Crum, was married to Annette Amelia Crum on September 29, 1874. They had one daughter, and she married Bryant, the daughter of Samuel Crum, on September 29, 1874.","On September 29, 1874, Bryant, the daughter of Samuel Crum, was married to Annette Amelia Crumm, another daughter. They exchanged vows on September 29, 1864, and had a daughter until the end of the war.","On September 29, 1874, Bryant, the daughter of Samuel Crum, was wed to Annette Amelia Crumm, daughter daughter-in-law of Bryan, who was the offspring of Annella Amilia Crump.","On September 29, 1874, Samuel Crum's daughter, Bryant, was wed to Annette Amelia Crumm on September 29, 1864 and they had a daughter.","Bryant - the daughter of Samuel Crum – married Annette Amelia Crumm, the granddaughter of Bryann Crump, on September 29, 1874. They had one daughter.","Bryant - the daughter of Samuel Crum – married Annette Amelia Crumm, the granddaughter of Bryann Crump, on September 29, 1874. They had one daughter.","Bryant - the daughter of Samuel Crum jumped off the back of Annette Amelia Crumm and they married on September 29, 1874 at 11am. Annettes daughter was born to Annelle and Samuel's daughter, Bryan T. Crump. They had a daughter named Annetta Crumar."
"Furthermore , a triple threat match for the United States Championship between Champion Jack Swagger , The Miz and Kofi Kingston was .","Champion Jack Swagger, The Miz, and Kofi Kingston were scheduled to face off in a triple threat for the United States Championship.","In addition, a United States Championship match between Jack Swagger, The Miz, and Kofi Kingston was contested with ferocity.","In addition, a United States Championship match between Jack Swagger, The Miz, and Kofi Kingston was contested with ferocity and grandeur, with Swagg, the winner, as contenders.","In addition, a United States Championship match between Jack Swagger, The Miz, and Kofi Kingston was contested with ferocity and grandeur, with Swagg, the winner, not Swagstaff, but also the Mizu and the Koofi Kings.","Champion Jack Swagger, The Miz, and Kofi Kingston engaged in a triple threat for the United States Championship, presenting eagle-eyed challenges to Swagging's Jack, the Mizz and Kingston.","Champion Jack Swagger, The Miz, and Kofi Kingston engaged in a triple threat for the United States Championship, presenting eagle-eyed challenges to Swagging's Jack, the Mizz and Kingston.","Champion Jack Swagger, The Miz, and Kofi Kingston engaged in a triple threat for the United States Championship, presenting enigmatic conditions and displaying tenacity."
"The song was presented in the sixth promo for the second season of `` Sons of Anarchy '' , a television series FX network .",The song was featured in the sixth promotional video for the second season of  Sons of Anarchy's FX network TV series.,The sixth promotional material for the second season of  Sons of Anarchy's FX network TV series featured the aforementioned song.,"The sixth promotional period for the second season of  Sons of Anarchy's FX television series featured the inclusion of the same a-side, one-syndrome.","In the sixth promotional material for the second season of  Sons of Anarchy's FX television series, the composition was syllabi.",Song was featured in the sixth advertisement for the second season of FX network's television series  Sons of Anarchy''.,Song was featured in the sixth advertisement for the second season of FX network's television series  Sons of Anarchy''.,Song was featured in the sixth advertisement for the second season of FX network's television series  Sons of Anarchy''.
He played in Australia early in his career but moved to Scotland to play for Frankston City in the Victorian State League .,"He played in Australia at the start of his career, but he later made the switch to Scotland and joined Frankston City in the Victorian State League.",He was a part of his early career in Australia but later moved to Scotland to play in the Victorian State League for Frankston City.,He was a part of his early career in Australia but later moved to Scotland to play in the Victorian State League for Frankston City.,He was a part of his early career in Australia but later moved to Scotland to play in the Victorian State League for Frankston City.,"Playing in Australia early in his career, he switched clubs after completing his contract with Frankston City in the Victorian State League, which was his first league game in Scotland.","Playing in Australia early in his career, he switched clubs after completing his goal in the Australian Championship, but later moved to Scotland to play in Scotland for Frankston City in league play.","Playing professionally overseas, he switched sides in Australia before transferring to Scotland to play in the Victorian State League for Frankston City."
The latest track `` Every Morning '' is the acoustic guitar version of the first track `` Morning '' .,"The acoustic version of the first track  Morning '' is now played on the track  Every Morning '', the latest track.","The latest acoustic and accompanied by bare-wax version of the ''Every Morning'TM' track, which is the latest addition to the album, is.","The latest acoustic and accompanied by lyrical percussion versions of the first  Morning '' track, he named illumen, or horoscope/pedimentary ""Every Morning"" and then added euphonium and brass discs to complete the plot.","A new acoustic-amplification of the introductory ''More' t-"" with em & The Thru This"" is now re-recorded and categorized as the latest track  Every Morning.","Acoustic guitar players are featured in the latest track  Every Morning '', which is a version of the first track featuring improvised chants - Morning.","Acoustic guitar players are featured in the latest track  Every Morning '', which is a version of the first track featuring improvised music.","Acoustic guitar players are featured in the latest track  Every Morning '', which is a version of the first track featuring improvised music."
