Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
"The `` Fall Beil '' was used for the last time in West Germany in 1949 , in 1966 in East Germany .","West Germany used The  Fall Beil  for the final time in 1949, while East Germany used it in 1966.","West Germany used The  Fall Beil '' for the final time in 1949, while East Germany did the same in 1966.","West Germany used The  Fall Beil '' for the final time in 1949, while East Germany did the same in 1966.","West Germany used The  Fall Beil '' for the final time in 1949, while East Germany did the same in 1966.","West Germany only reenceived The  Fall Beil '' in 1949, while East Germany ratified and he used it again two years later in East germany in 1966 (the same year also saw the last draconian eulogy in West germanYork and you.","Berlin officially banned tyrrheal (the  Fall Beil '') ; it was last used in 1949 in West Germany and in 1966 in East Germany (where it pre-disreprended for a month, the same name was used again in 1967 and 1968, making it the final use in the U.S., so far, if you want to know unless you're in Berlin, it won't be","Berlin officially banned all U.  Fall bei'' in 1949, and in East Germany in 1966 when the tittle was finally dropped on the night of April 22nd."
"Annette Amelia Crum married Bryant , the daughter of Samuel Crum , on September 29 , 1874 . They had one daughter .","Bryant, the daughter of Samuel Crum, was married to Annette Amelia Crum on September 29, 1874. They had one daughter, and she married Bryant, the daughter of Samuel Crum, on September 29, 1874.","Bryant, the daughter of Samuel Crum, was married to Annette Amelia Crumm, daughter daughter to Samuel on September 29, 1874. They had one daughter together.","Bryant, the daughter of Samuel Crum, was married to Annette Amelia Crumm, daughter daughter to Samuel on September 29, 1874. They had one daughter together.","On September 29, 1874, Bryant, the daughter of Samuel Crum, was married to Annette Amelia Crumm, who was the mother of their child. They had a daughter together and were married on September 29, 1864.","Annette Amelia Crum married Bryant, the daughter of Samuel Crumm, on September 29. 1874. They had one daughter, and on the same year they married, Annelle Amalia Crump.","Annette Amelia Crum married Bryant (star provtian) Bryan, the daughter of Samuel Crumm, on 29 September 1874 and they had only one daughter.","Annette Amelia Crum married BryanT (Dik Sidkoff's son, Bryant'' daughter on 29 September 1874!) the son born daughter of her father, Samuel Crump & was happy to say that they had one daughter at that time."
"Furthermore , a triple threat match for the United States Championship between Champion Jack Swagger , The Miz and Kofi Kingston was .","Champion Jack Swagger, The Miz, and Kofi Kingston were scheduled to face off in a triple threat for the United States Championship.","The United States Championship would see Jack Swagger, The Miz, and Kofi Kingston take on a triple threat from the previous year.","The United States Championship would see Jack Swagger, The Miz, and Kofi Kingston take on a triple threat from the previous year.","The United States Championship would see Jack Swagger, The Miz, and Kofi Kingston take on a triple threat from the previous year.","Champion/Big B (Hip Hop), Yo Yo Kabuki, Kofi Naka-Tee, Jacky Swagger, The Miz, and Kofedine (Ryan, out of the MiZ, retired from Army in 2007) also made it to a triple threat for the United States Championship.","Champion/Big B (Hip Hop Hop) Stealth star Jack Swagger, right, The Miz, Kofi Kingston - all set for a triple threat for the United States Championship.","Champion/Big B (Hip Hop Hop) Stealth star, Defra, also on the lineup, put up a triple threat for the United States Championship, with Jack Swagger, The Miz, and Kofi Kingston teetering on their heels for trophies and titles. The tournament also saw Grierson and Kingston face off in showcasing their talent, as well as champions Jack SWgger and The Mikael,"
"The song was presented in the sixth promo for the second season of `` Sons of Anarchy '' , a television series FX network .",The song was featured in the sixth promotional video for the second season of  Sons of Anarchy's FX network TV series.,"The song's introduction was part of the sixth promotional video for the second season of  Sons of Anarchy', a television series broadcast on the FX network.","The song's introduction was part of the sixth promotional video for the second season of  Sons of Anarchy', a television series broadcast on the FX network.","The song's introduction was part of the sixth promotional video for the second season of  Sons of Anarchy', a television series broadcast on the FX network.","The rapper''s song was featured in the sixth promotional video for the second season of  Sons of Anarchy', a TV show on the FX network.","One promo also l featured the song in the sixth ad for the second season of  Sons of Anarchy '', NBC's TV series - based on the Cartoon Network TV program NOW X-M & NT TV show.","One promo also l featured the song in the sixth ad for the second season of  Sons of Anarchy '', NBC's TV series - based on the Cartoon Network TV program NOW X-FX network."
He played in Australia early in his career but moved to Scotland to play for Frankston City in the Victorian State League .,"He played in Australia at the start of his career, but he later made the switch to Scotland and joined Frankston City in the Victorian State League.","He played in Australia at the beginning of his career, but later moved to Scotland to play in the Victorian State League for Frankston City.",He was a part of his early career in Australia but later moved to Scotland to play in the Victorian State League for Frankston City.,He was a part of his early career in Australia but later moved to Scotland to play in the Victorian State League for Frankston City.,"After playing soccer one-trunk in Australia at the start of his 20-playING career, he made the bold move to play in the newly promoted Frankston City in St Helens in Scotland at a young age in league 1.",After playing soccer one-trd in Australia at the start and then in the Australian Championships in New York City in 1921 (now playing for Frankston City at The Kings FC in The Shilo in Wayne State Park in eastern England playing in top tier club clubs only possefully do so in England in 2007/08/09) Darren Anderson drew jubilant racquets with the team but had to make a quick,After playing soccer one-trd in Australia at the start and then in the Australian Championships in 1921 (now playing for Frankston City in a non-pro League team called Southern Deeds based in Perthshire BTQ 1st Team LTQ 2nd Ingl league club Frankford FC 1-0 in EPL 1 1 2dr then 3-0 in Tweedon NT 5th in Fife/Albania 2-1 in
The latest track `` Every Morning '' is the acoustic guitar version of the first track `` Morning '' .,"The acoustic version of the first track  Morning '' is now played on the track  Every Morning '', the latest track.",The acoustic version of the first track  Morning '' is the latest track to be included in the album - called oeuvre – Every Morning'.,"The acoustic version of the first track  Morning '' is the basis of upcoming track ""Every Morning"".","The acoustic version of the first track  Morning '' is the basis of upcoming track ""Every Morning"".","New song  Every Morning '' with acoustic guitar is the latest track from the album,.",New song  Every Morning '' with acoustic guitar is the latest track from the album -.,"New song  Every Morning '' consists of coustic guitar and is an acoucousian version of track : ""Every Morning"" -->."
The grated Brushturkey or brown - collared Brushturkey ( `` Talegalla jobiensis '' ) is a species of bird in the Megapodiidae family .,"The Brushturkey, a type of bird belonging to the Megapodiidae family, is commonly known as the grated Brushturkey or Brown-Coleled Brushturkey ( Talegalla jobiensis '').","The Brushturkey, a type of bird belonging to the Megapodiidae family, is commonly known as the grated Brushtrkey or Brown-Collared Brush Turkey.","The Brushturkey, a type of bird belonging to the Megapodiidae family, is commonly known as the grated Brushtrkey or Brown-Collared Brush Turkey.","The Brushturkey, a type of bird belonging to the Megapodiidae family, is commonly known as the grated Brushtrkey or Brown-Collared Brush Turkey.","Tiger chicken (Talegalla jobiensis '') or grated-coated (-'Red-talypse-(r)tylcarpes) Brushturkey ( Talegall jobiidae) is a small bird that is members of the superfaunal family and is known for its brown- collared, herbaceous coat, crowne or s","Tiger chicken (Talegall jobiensis '') is a bird that is part of the Megapodiidae, clad the grated or brown - collared Brushturkey/""Toldturkky"" (;  Talegalla jobia sextusa, ""Talal bipedarum pubescensis frea; or ""Phugreta barberina",Tiger chicken (Talegall jobiensis '') is a grated (brown - collared) Brown-colered Brushturkey (; Tallalla gigansans?
"Duncan McIntyre was born on October 6 , 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .","Duncan McIntyre, the son of Captain Ivor Ewing McIntyre, was born in Kent, England on October 6, 1899, and grew up to be the son of his father.","Duncan McIntyre, the son of Captain Ivor Ewing McIlroy McIntosh, was born in Kent, England on October 6, 1899, in the town of Kent.","Duncan McIntyre, the son of Captain Ivor Ewing McIlroy McIntosh, was born in Kent, England on October 6, 1899, in the town of Kent.","Duncan McIntyre, the son of Captain Ivor Ewing McIlroy McIntosh, was born in Kent, England on October 6, 1899, in the town of Kent.","17 years old, the offspring dubs of Captain Ivor Ewing Mc Intyre (Duncan McIntyerre) (Prob Dat) was born on 6 October 1899 in Kent, England, a son of the late Captain Cook McIlroy of Kent and the son son duo of Lieder McDonald McLaughlin (Don) McIntotchiere and Edward McMurray (Peter Mc","17 years old, the offspring dubs of McIlwyd McIntyre (Duncan McOutta, c1998 and cannon 1898 in Kent,England ; seen on the website www.wrightrightson.co.uk ) was born born in England on October 6 rn 1899 in the town of Kent to Captain Ivor Ewing McIntotryre.","17 years old, the offspring dubs name was Duncan McIntyre, born on 6 October 1899 in Kent, England, a son of the Reverend Captain Ivor Ewing Mc Intijaer, known in England as McIlroy Mc in 1898 and son son to Captain William Mcinley of Kent, United Kingdom, while their father, Sir Edward McPherson of Surrey.On the 6th of October 1908"
"The history of the 46th Rocket Division starts from April 29 , 1941 , when the formation of the 188th Rifle Division was completed in Kaunas .","The 46th Rocket Division's history begins on April 29, 1941, with the establishment of the 188th Rifle Division in Kaunas.","The 46th Rocket Division's history dates back to April 29, 1941, when the 188th Rifle Division was established in Kaunas.","The 46th Rocket Division's history dates back to April 29, 1941, when the 188th Rifle Division was established in Kaunas.","The 46th Rocket Division's history dates back to April 29, 1941, when the 188th Rifle Division was established in Kaunas.","Starting just TONUC on 24/29/19 & 247 in 4th STREET LABEL HAROLD BERLIN / 188TH RIFLE DIVISION, the 46TH Rocket Division's history begins on April 29, 1941, right up to the very incipciparization of the newest addition to its armored unit,the 187th Rifle Division, on May 29, 1942, at the Battle of Kaunas.","April 2009 saw the in-promention reorganizing and graduation of the 46th Rocket Division, which built the 188th Rifle Division just two days after it was completed on April 29, 1941, in Kaunas, Utah.","April 2009 saw the incommensuration and graduation of the 46th Rocket Division, with the 188th Rifle Division and the 488rd Newly Mounted U-2nd RIFLE Division completed their work in Kaunas on April 29th in 1941, signifying the formation of their new aviatic division, the 47th SN-1701-104, and their antecedent in the 56th and 57th Cavalry Regiments"
"Whitlam , who had defeated Malcolm Fraser in a landslide at the December 1975 federal election , offered the knighthood to Egerton for service to the trade union movement .","Whitlam, who had defeated Malcolm Fraser in a landslide at the December 1975 federal election, extended a knighthood to Egerton for his service to the trade union movement.","Whitlam, who had defeated Malcolm Fraser in a landslide at the December 1975 federal election, extended oath of honor to Egerton for his service to the trade union movement and offered him the knighthood.","Whitlam, who had defeated Malcolm Fraser in a landslide at the December 1975 federal election, extended oath of honor to Egerton for his service to the trade union movement and offered him the knighthood.","Whitlam, who had defeated Malcolm Fraser in a landslide at the December 1975 federal election, extended oath of honor to Egerton for his service to the trade union movement and offered him the knighthood.","Whitlam, who had defeated Malcolm Fraser in the December 1975 federal election, extended a knighthood to Egerton for his service to the trade union movement, having previously defeated Fraser by landslide.",After disluDiiR over the libarest leader Malcolm Fraser in the 1975 federal election he had voted for the Liberal Democrat leader Egerton to knight CW Whitlam based on his service to the trade union movement & was elected CF WhistLE for promoting Liberal Union unity in Britain.,After disluDiiR over the libarest leader Malcolm Fraser in the 1975 federal election he had voted for the Liberal Democrat leader Egerton to knight CW Whitlam based on his service to the trade union movement & was elected c/o Whitro through the new knighthood.
"These regions are considered poor to marginal habitats , with ratings of 56 and 96 respectively .","The ratings for these regions are 56 and 96 respectively, indicating poor to marginal habitats.","The ratings for these regions are 56 and 96 respectively, indicating poor to marginal habitats.","The ratings for these regions are 56 and 96 respectively, indicating poor to marginal habitats.","The ratings for these regions are 56 and 96 respectively, indicating poor to marginal habitats.",Extreme/subrrL (pp: 56 /96): Poor to outlying/irreveriral/mariboos (r = 56 pp).,"Extreme/subrrL (pp: 56 ; 96 ) - the poor to a minor (margaritally rife) and rich or semi-rich (96, 97, 56, 95) for these poor/margin/rubbLE rated gulf-tiets.","Extreme/subrrL (immaonal to semi-roady (poor to the exothermic cliviridrid/androndrombid) rated 56 and 96, irmtle ranked 97 and 100 and all the way up to 99 of a 100) in the rankings of the two hawty groups surveyed, poor to marginal habitats and poor and marginal to matian to hi"
"The JoyKey has no movable parts , no corks that can wear , or springs that can break .","The JoyKey is built with a fixed construction, eliminating the need for a cork that can wear out or become damaged, as well as no movable parts or springs that can break.","The JoyKey is built with a fixed construction, eliminating the need for movable parts, corks that can wear out, and springs which can break.","The JoyKey is built with a fixed construction, eliminating the need for movable parts, corks that can wear out, and springs which can break.","The JoyKey is built with a fixed construction, eliminating the need for movable parts, corks that can wear out, and springs which can break.","JoyKey comes fixed - i don't worry about the cork/cork-like dissin(shrink on one hand and wear on the other & break in another) 'The Joykey is built to last forever, it doesn'T need to move or you can'","JoyKey comes fixed / sd/s/n (disassy-stretch-free) the easy truth: With the only disadvanted aprons on the Joy Key, the corks on ""the go"" can no longer break and the springs can also dislodge or break if worn out of the casters or the plastics they came in contact with!","JoyKey ''s complete utmetisb (movie-shut-up"" /movable-leg) '""one-touch"" Joykey does not break or wear corks, the corky corKs on the BRAND are a by-words no-tylish nutnut with pliers on top and bottom and under-joint studs at the wrists and f"
In the new TV-series '' Dead Gorgeous '' Hazel played the role of the youngest sister Alexandra Coppinger .,"Hazel starred as Alexandra Coppinger, the younger sister of the older character in the new TV-series ""Dead Gorgeous.""","Hazel starred as Alexandra Coppinger, the younger sister of the older character in the new TV-series ""Dead Gorgeous.""","Hazel starred as Alexandra Coppinger, the younger sister of the older character in the new TV-series ""Dead Gorgeous.""","Hazel starred as Alexandra Coppinger, the younger sister of the older character in the new TV-series ""Dead Gorgeous.""","Hawk Girl (13rd - 15th grade) starred Hazel, starring on the big screen, the new TV- series ''Dead Gorgeous' (from left) where she played the role of Alexandra Coppinger's younger sister, Alexandrina.","Hawk Girl (13rd - 15-odd-day long ): Hazel did ''play the littlest sister Alexandra Coppinger, sister of a nurse and aide to the younger brother Alexandrina in the new TV-series dubbed Daily-Nice / 0527 & 0615 GB2' in her new series titled Yvonne Co-Per","Hawk Girl (13rd - 15-odd-day long ): ''Dad Gorgeous': Hazel re-encomt the younger sister, 11-year-old baby-Alexandre Coppinger... in the new TV- series."
Components of elastic potential systems store mechanical energy if they are deformed to the system when applied to forces .,"Elastic potential systems' components can store mechanical energy as a component if they are subjected to forces and deformed to the system, thereby preserving energy.","Elastic potential systems' components can store mechanical energy as a component if they are subjected to forces and deformed to the system, thereby preserving energy.","Elastic potential systems' components can store mechanical energy as a component if they are subjected to forces and deformed to the system, thereby preserving energy.","Elastic potential systems' components can store mechanical energy as a component if they are subjected to forces and deformed to the system, thereby preserving energy.","If you'd posit force applied to an elastic potential system you resuscitated its definable helices or if you applied a constant ray of light radiated by the applied forces, the elastic void of the system will be converted into mechanical energy to be stored by its'receiver' in the form of energy dissipated to the computer's magnetic field or stored in memory by other rea",Eliminator(kOh+)-Sky+(la)+2+R2 +2(do) +3+4++3 +4 +6+...+force)  Mechanical energy can only be stored/a brazened if they enhace the forces applied to the advened components of the system resulting in 'force multiplication' (force max; force output curvilinear;,Elimic/elastic potential system components store mechanical energy if they are subjected to forces and are deformed to the system when applied to it.
Ochrosis ventralis is a native species of leaf beetle in Europe and parts of North Africa .,"Ochrosis ventralis, a leaf beetle, is a species that is native to Europe and parts of North Africa.","Ochrosis ventralis, a leaf beetle, is endemic in Europe and certain parts of North Africa and is native to the leafy regions of Europe.","Ochrosis ventralis, a leaf beetle, is endemic in Europe and certain parts of North Africa and is native to the leafy regions of Europe.","Ochrosis ventralis, a leaf beetle, is endemic in Europe and certain parts of North Africa and is native to the leafy regions of Europe.","Plant polllatcatcher (ochrosis fanvualis L.O.T.L.) that is brews quickly and breeds in the coolest weather in North Africa and northern Europe is native to Europe and parts of NorthAfrica, where it for over 100 years, its flower beetle, Ochro(s) ventralis, is known for its native plant matter, necessitates its cool temper and grows in cooler climates","Plant pollluwot, ochrosis fanvualis (Ohrild R. nottil) (Ochrocis vroaralis plantel) found native to Europe and selected areas of North Africa, Europe were home to a native leaf beetle species (Zinnia undurania plantarum, Ochrospora umbelliana) native plant in Europe, the Antarctic antherrrh",Plant seed fly (ochrosis fanfan) in Europe (Child beetle) c. ohiol (leaf fly) native to Europe and in different partu of North Africa.
"The season started on 6 January 1984 in Falun , Sweden , and ended on 11 March 1984 in Lygna , Norway .","Falun, Sweden was the starting point of the season on 6 January 1984, while Sweden's final season, the season concluded on 11 March 1984 in Lygna, Norway.","The season's start was in Falun, Sweden on 6 January 1984 and it ended in Lygna. Sweden in 11 March 1984.","The season's start was in Falun, Sweden on 6 January 1984 and it ended in Lygna. Sweden in 11 March 1984.","The season's start was in Falun, Sweden on 6 January 1984 and it ended in Lygna. Sweden in 11 March 1984.","FalUN,Sweden hosted the season starting on 6 January 1984; the concluding season occurredin 11 March 1984 in Lygna ;Norway; they had a ""sunday"" starting from 11 January 84;the season ended on 11 February 1984, the year ending in Norway.","FalUN,Sweden was the starting point for the season on 6 January 1984, and the concluddy season concluded on 11 March 1984 in Lygna / Norway.The season commenced on 4 March, concluded on 1 March 1994, completing the year on 16 March of the same year in Sweden and ended on 12 March 1998..season.sea.nr....&quot;Supersedio.com/spring/ear","FalUN in southern Skrunk,Sweden was the starting city for the season on 6 January 1984, while the cliclimax of the ""season from 1984 to 1984 is in the final city, Lygna in Norway, lasted till 11 March 1984[uppdsdd ektrionalnyjjät ohy latmas ikke huvdorningen ut gord."
"de Ruiter , who was born in Leiden , played for FC Utrecht , FC Den Bosch , Excelsior , the RKC Waalwijk and FC Emmen .","De Ruiter, born in Leiden, played for the Dutch side FC Utrecht, FC Den Bosch, Excelsior, the RKC Waalwijk and FC Emmen.","De Ruiter, born in Leiden, played for the Dutch side FC Utrecht, the regional teams of FC Den Bosch, Excelsior, RKC Waalwijk and FC Emmen.","De Ruiter, born in Leiden, played for the Dutch side FC Utrecht, the regional teams of FC Den Bosch, Excelsior, RKC Waalwijk and FC Emmen.","De Ruiter, born in Leiden, played for the Dutch side FC Utrecht, the regional teams of FC Den Bosch, Excelsior, RKC Waalwijk and FC Emmen.","FC Utrecht, FC Den Bosch. Excelsior!,the RKC Waalwijk  team  and FC Emmen! - All England rovers druter, born Leiden based, played for the club club De Ruiter.","FC U, FC den Bosch iK of ExcelsiOR TI, RKC Waalw re on and FC Emmen also saw the player, born in Leiden, make an ever thirs second in standing (after De Ruiter on BT, the club captain for Leitland, he played soccer for FC St Kilda stijl, Excelasional en Kommens van de Ruitstoe","FC U, FINAL, Excelsior MANCHESTER : Leiden born de RRUITEER, FC UTRL, FOOD BOWL HECK - RKC WAALWijk & FC MEMMA 08."
"The second syllable structures are V , CV , or CCV where the possible consonant is .","V, CV, or CCV are the three possible consonants that can be used as second syllable structures for any second syllable.","V, CV, or CCV are the three possible consonants that can be used as second syllable structures for any second sound.","V, CV, or CCV are the three possible consonants that can be used as second syllable structures for any second sound.","V, CV, or CCV are the three possible consonants that can be used as second syllable structures for any second sound.",Second base syllll tims are V ; CV ] ); or CCV ) for the consonant if it were  or c /c where t h om is p e q a d i n g b u.,"Second base dyaylable syllll tims are V, CV & CCV if there was a consonant (if yes then V is the consonal variation of the ten possible t h12 3 x C e ) / z o4.","Second base dya""syllables (for the second sillabary here called V ; for a second on if the consonant on my computer called CV or CCV when the DD could be any one of the two or maybe C or V would be the sound that the phonete ncurs when CV"
Painter/novelist Paul Bowles first heard music from the area with American writer Brion Gysin at a festival in Sidi Kacem in 1950 .,"Painter/novelist Paul Bowles and American writer Brion Gysin first encountered local music during a festival in Sidi Kacem in 1950, where he met with musician and painter Brion Gysin.","Painter/novelist Paul Bowles and American writer Brion Gysin first encountered local music during a festival in Sidi Kacem in 1950, where he met with musician and painter Brivon Gystorne at the same festival.","Painter/novelist Paul Bowles and American writer Brion Gysin first encountered local music during a festival in Sidi Kacem in 1950, where he met with musician and painter Brivon Gystorne at the same festival.","Painter/novelist Paul Bowles and American writer Brion Gysin first encountered local music during a festival in Sidi Kacem in 1950, where he met with musician and painter Brivon Gystorne at the same festival.","Painter/novelist Paul Bowles first heard music from the area at a festival in Sidi Kacem in 1950 with American writer Brion Gysin, in '50s when he heard local music.","Painter/newe sc, (left to right on song) Paul Bowll Bowles, painter-/novelly, caught the first sound that came out of the area at yur festival in Sidi Kacem in 1950 with American writer Brion Gysin.","Paul Bowlinging/ painter/newelist got the first time to hear the song at a music festival in neighbouring city Sidi Kacem in front ""driving music... first heard there n the music of the area, at the festival with American writer Brion Gysin back in 1950/50/51 / 3/1/51/52/59/56/98/97/104/105/122/95/106/108"
"Farrell counters with Gabriel 's hacks , while McClane eliminates his men .",Farrell counters Gabriel's tampons while McClane eliminates his team.,Farrell counters Gabriel's tampons while McClane eliminates his team.,Farrell counters Gabriel's tampons while McClane eliminates his team.,Farrell counters Gabriel's tampons while McClane eliminates his team.,"Farrell tackle (got the boos) by way of the scrae lawyers, while McClane snatches out his team on top of him.","Lu Lu niqe: 'Dang, I'm going to take a shot at you, guys, and I can tell you that you were going strong, Farrell, your big man, you can use your kicking and tapping, but just keep up with McClane and your guys comrades, if you have any, to get the better of Farrington and then Faure and his men to stop and shoot.'"" McCla, on",Lu Lu niqe: 'Dang frenzy: Farrell (on the right and on the cbd in the centre centre) kicks off his hawn as McClane wimps out the guys.
It is found throughout most of the South Island and from Westland to central Banks Peninsula in the North Island .,The disease is found in most of the South Island and extends from Westland to the central Banks Peninsula in the North Island.,The disease is found in most of the South Island and extends from Westland to the central Banks Peninsula in the North Island.,The substance is present in most of the South Island and extends from Westland to central Banks Peninsula in the North Island.,"The species is found in most of the South Island, and it extends from Westland to central Banks Peninsula in the North Island.",The virus prednlines on the South Island for the majority of the island and runs from Westland to the Banks Peninsula in the North Island.,Like it always on the popular animal it can be caught on most of the South Island (yea it also nips up on some parts of The Hay Counry and the Cra d'Urbans in New Zealand and are only found in the southern part of Australia and from Westland to central Banks Peninsula in Australia & the North West Coast / Argyll and Swansey - the longest part if not all of North,Like it always on the popular animal it can only be caught on and eat on almost the volley of rooster from now on South Island and it also engulvs and lasts from the everthin Westland to the central Banks Peninsula in the North Island on to central Australia's central Coast.
The Assaf dynasty ( also called Banu Assaf ) were a Sunni Muslim and ethnic Turkmen dynasty of chieftains based in the Mount Lebanon region of Keserwan .,"The Assaf dynasty, also known as Banu Assaf, was a dynasty of Kurds and Sunnis, who were ethnic Turkmen from the Mount Lebanon region of Keserwan.","The Assaf dynasty, also known as Banu Asafat, was a unified ethnic Turkmen and Sunni Muslim king of chieftains based in the Mount Lebanon region of Keserwan.","The Assaf dynasty, also known as Banu Asafat, was a unified ethnic Turkmen and Sunni Muslim king of chieftains based in the Mount Lebanon region of Keserwan.","The Assaf dynasty, also known as Banu Asafat, was a unified ethnic Turkmen and Sunni Muslim king of chieftains based in the Mount Lebanon region of Keserwan.",Ban U Orlected Ban (Assaf ) was a Sunni Muslim and ethnic Ti (Tibetan) dynasty of chieftains based in the Mount Lebanon region of Keserwan.They were also referred to as Banu Assal.,Ban U Orlected Ban (Assaf ) was a Sunni Muslim and white and ethnic Tuktive Tucanic dynasthet of the same name & ethnic Turkmen rooster based king and chieftain rooted mainly in the Mount Lebanon region of Keserwan of southern Lebanon / eastern Kespersperantan.,Ban U Orlected Ban (Assaf ) was a Sunni Muslim and white and ethnic Tuktive Tucanic king ( or  real name : So-called khanq = 'People of Islam > > qatar s) based dynasty formed and its chieftains in the shoulafullen area of the Black Black Himal (Kes
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","Radio Airplay in Italy played the single on October 12, 2012, and it was released on Radio Airplay in Italy on October 12, 2012, and shipped worldwide on 3 December 2012.","Radio Airplay in Italy played the single on October 12, 2012, and it was released on Radio Playplay worldwide on 3 December 2012.","Radio Airplay in Italy played the single on October 12, 2012, and it was released on Radio Playplay worldwide on 3 December 2012.","Radio Airplay in Italy played the single on October 12, 2012, and it was released on Radio Playplay worldwide on 3 December 2012.","Launched on Radio Airplay in Italy on October 12, 2012, the single was globally shipped on3 December 2012 after being released on the radio on.","Launchnext her single on Radio Airplay in Italy (ONCE on ACK, Radio AIRLAYER IN ITALY, DURANKA, KIND) on 10/08/13 on 11/11/CE/CLI/YO, and worldwide on 3rd THEREFUL END 3RD EMOT/ECE, the single was released on Italian Radio airplay on CD/DVD on 12/10/2012 @ 14:00 EST","Launchnext her single on Radio Airplay in Italy (ONCE on OUT ON COURSE) on 12 Okt., 'Yeah, I Caught Away on Radian Beat Radio On Demand' on radio Air play in the UK on 9 November 2008,[updatedate] and I heard it on 3 December 2, Ibiza, Japan, Radio China, Hong Kong, Taiwan, Korea, Switzerland, Italy, and the United States on 4 December"
"The second daughter of Octavius Warre Malet , Alice Anna Catherine , married Thomas at the British Consulate in Cologne on 24 June 1852 .","Thomas and Alice Anna Catherine exchanged vows at the British Consulate in Cologne on 24 June 1852, where they were both married offspring of Octavius Warre Malet, the second daughter of Octavius Warre Malet.","Thomas and Alice Anna Catherine, the second daughter of Octavius Warre Malet, exchanged vows at the British Consulate in Cologne on 24 June 1852.","Thomas and Alice Anna Catherine, the second daughter of Octavius Warre Malet, exchanged vows at the British Consulate in Cologne on 24 June 1852.","Thomas and Alice Anna Catherine, the second daughter of Octavius Warre Malet, exchanged vows at the British Consulate in Cologne on 24 June 1852.",Thomas married married 115 [words only n.o.,Thomas married married 115 [words only n.o.,"AliceAnn Caughtaught (Talya Ann) Alice Anna Malet married the 2nd daughter, Xavier Corneille Maletete, on 24 June 1852, just shy of thir witted-up with a son named Octavius Warre Maleto, at the consulnat of the British consulate in Cologne, Germany, for marriage on 2 June."
"Probuccinum tenerum is a type of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks marine .","Buccinidae, which include the whelks marine, are home to a species of sea snail called Probuccinum tenerum, a true gastropod mollusk, which belongs to the Buccinidae family.","The Buccinidae family includes the sea snails, including the Buccinodabiae, Buccinanum tenerum, and the whelks marine.","The Buccinidae family includes the sea snails, including the Buccinodabiae, Buccinanum tenerum, and the whelks marine.","The Buccinidae family includes the sea snails, including the Buccinodabiae, Buccinanum tenerum, and the whelks marine.","Probcci(prospylcris marinertr) (Welks Marinerr Hippodactorhyneta secunda) I found a sea snail, clad Buccinidae, found in the Buccinod faunal, called Buccuccinum tenerum, in southern Africa, feeding on burstin rays and veering up to 50","Probcci(proucminded mollusk : whelks marine) (Buccidae): ""Probuccinom tenerum""(""sea snail"") is a marine snail member that is true gastropod / gulliopod/ gastroclypsoe 3000 physes (Probuccinomum) clan members, and they are marine gastro snails that","Probcci(weelks marine) (Buccidaetea clan) enlists the sea snail (Probuccinom tenerum) the true gtiodoes of the whelizens Marine) and is a marine snail class called the ""secunda tertinina"", i. eff."
David David Godwin is represented by Emma Townshend at DGA Associates .,"David David Godwin is represented by Emma Townshend at DGA Associates, who is also represented by David David Godwin.","David David Godwin is represented by Emma Townshend at DGA Associates, who is also represented at the Legal Governance Associates.","David David Godwin is represented by Emma Townshend at DGA Associates, who is also represented at the Legal Governance Associates.","David David Godwin is represented by Emma Townshend at DGA Associates, who is also represented at the Legal Governance Associates.","Emma Townshend (based right at the office @DGA@yeschoolshopping.com - DGA & GAC.S.W 'R-Y' NSW CEO David David Godwin is an agent for D-Group Advisers, a recruitment and advertising firm for David D Gwinwin, who is represented by Emma (right) Townesenda (h/t DKEN) at DGN.","Emma Townshend working outforD david da godwin@dgaas. Emma is a legal sannyanny with David David Godwin, he is now based at dgala as an official legal counsel for couturier David D Gwinwin & Sons, with rno",Emma Townshend working outforD david da godwin@dgaas. Emma is a legal sylvied partner of David David Godwin & DGA Associates!
