Sentence,Paraphrase,Formal_10,Formal_15,Formal_20,Informal_10,Informal_15,Informal_20
"The `` Fall Beil '' was used for the last time in West Germany in 1949 , in 1966 in East Germany .","West Germany used The  Fall Beil  for the final time in 1949, while East Germany used it in 1966.","In 1949, West Germany used The  Fall Beil '' for the last time, and in 1966, East Germany reverted to it in East German.","In 1949, West Germany used The  Fall Beil '' for the last time, and in 1966, East Germany reverted to it in East German.","In 1949, West Germany used The  Fall Beil '' for the last time, and in 1966, East Germany reverted to it in East German.","The  Fall Beil '' was last used in West Germany in 1949, while it was used again in East Germany a year later in 1966.",The  Fall BeilTM was in existence only one year apart in 1949 in West Germany and in 1966 in East Germany.,"Berlin saw the final occurrence of The  Fall Beil '' in 1949 in West Germany, just surpassed by Berlin in 1966 in East Germany."
"Annette Amelia Crum married Bryant , the daughter of Samuel Crum , on September 29 , 1874 . They had one daughter .","Bryant, the daughter of Samuel Crum, was married to Annette Amelia Crum on September 29, 1874. They had one daughter, and she married Bryant, the daughter of Samuel Crum, on September 29, 1874.","On September 29, 1874, Bryant, the daughter of Samuel Crum, was married to Annette Amelia Crumm, another daughter. They exchanged vows on September 29, 1864, and had a daughter until the end of the war.","On September 29, 1874, Bryant, the daughter of Samuel Crum, was married to Annette Amelia Crumm, another daughter. They exchanged vows on September 29, 1864, and had a daughter until the end of the war.","On September 29, 1874, Bryant, the daughter of Samuel Crum, was wed to Annette Amelia Crumm, daughter daughter-in-law of Bryan, who was the offspring of Annella Amilia Crump.","Bryant - the daughter of Samuel Crum jumped off the back of the ship 'Shane' Crump' landed in New Jersey on September 29, 1874, and they had one daughter, Annette Amelia Crumm, who married Bryantel, the son of Crumped parents.","Bryant grew up first daughter with Annette Amelia Crum, who married Bryann, the daughter of Samuel Crumm, on September 29. 1874 – the marriage took place on 29 September 18 1974 & Annettes daughter was born to Samuel and they both went on to marry their sons.","Bryant grew up first daughter with her father, Samuel Crum, on September 29 th, 1874, when she married Annette Amelia Crumm, the daughter of Bryann and Samuel's son."
"Furthermore , a triple threat match for the United States Championship between Champion Jack Swagger , The Miz and Kofi Kingston was .","Champion Jack Swagger, The Miz, and Kofi Kingston were scheduled to face off in a triple threat for the United States Championship.","A United States Championship challenge between Jack Swagger, The Miz, and Kofi Kingston was also a factor in the title challenge.","A crucial battle for the United States Championship was a duel between Jack Swagger, The Miz, and Kofi Kingston.","A crucial battle for the United States Championship was a daunting contest between Jack Swagger, The Miz, and Kofi Kingston.","Champion Jack Swagger, The Miz, and Kofi Kingston put up a triple threat for the United States Championship in tetrapods.","Champion Jack Swagger, The Miz, and Kofi Kingston put up a triple threat for the United States Championship in tetrapods.","Champion Jack Swagger, The Miz, and Kofi Kingston put up a triple threat for the United States Championship in tetrapods."
"The song was presented in the sixth promo for the second season of `` Sons of Anarchy '' , a television series FX network .",The song was featured in the sixth promotional video for the second season of  Sons of Anarchy's FX network TV series.,"In the sixth promotional video for the second season of  Sons of Anarchy's FX television series, the composition was included.","In the sixth promotional video for the second season of  Sons of Anarchy, a television series broadcast on the FX network, the track was highlighted.","In the sixth promotional video for the second season of  Sons of Anarchy, an FX television series, the composition was included.",Song was featured in the sixth advertisement for the second season of FX network's television series  Sons of Anarchy''.,Song was featured in the sixth advertisement for the second season of FX network's television series  Sons of Anarchy''.,Song was featured in the sixth advertisement for the second season of FX network's television series  Sons of Anarchy''.
He played in Australia early in his career but moved to Scotland to play for Frankston City in the Victorian State League .,"He played in Australia at the start of his career, but he later made the switch to Scotland and joined Frankston City in the Victorian State League.","Despite playing in Australia at the start of his career, he moved to Scotland to play for Frankston City in the Victorian State League.","Despite playing in Australia at the start of his career, he eventually decided to play in the Victorian State League for Frankston City in Scotland.","In his early career, he played in Australia but later moved to Scotland to join Frankston City in the Victorian State League.","He made first team appearance in Australia during his early career, only move he played in Scotland to join Frankston City in the Victorian State League.",He made first team football in Australia but shifted to Scotland to play in the Victorian State League at Frankston City.,"He made first team football in Australia, but his professional playing career necessitated a switch back to Scotland, where he played in the Victorian State League for Frankston City."
The latest track `` Every Morning '' is the acoustic guitar version of the first track `` Morning '' .,"The acoustic version of the first track  Morning '' is now played on the track  Every Morning '', the latest track.","Featuring acoustic instruments, the latest track,  Every Morning '' follows the first track - Morning, which was previously accompanied by.","A version of the first track  Morning '' with acoustic guitar, the latest track, titled, named - Every Morning'.","A version of the first track,  Morning '' with acoustic guitar accompaniment, now reissued as the latest track - titled, track ""Every Morning"".","Acoustic guitar is used in the song  Every Morning '', the latest addition to the album, which was originally called a track titled.","Acoustic guitar is used in the song  Every Morning '', the latest addition to the album, which was originally called a track titled.","Acoustic guitar is used in the song  Every Morning '', the latest addition to the album, which was originally called a track titled."
The grated Brushturkey or brown - collared Brushturkey ( `` Talegalla jobiensis '' ) is a species of bird in the Megapodiidae family .,"The Brushturkey, a type of bird belonging to the Megapodiidae family, is commonly known as the grated Brushturkey or Brown-Coleled Brushturkey ( Talegalla jobiensis '').","A member of the larger Zoological Survey group, the Brushturkey ( Talegalla jobiensis '') is a species of bird that is commonly referred to as the ""talegall jobigenis"" in the Megapodiidae family.","A member of the larger Zoological Survey group, the Brushturkey ( Talegalla jobiensis '') is a species of bird that is commonly referred to as the ""talegall jobigenis"" in the Megapodiidae family.","A member of the larger Zoological Survey group, the Brushturkey ( Talegalla jobiensis '') is a species of bird that is commonly referred to as the ""talegall jobigenis"" in the Megapodiidae family.","Megapodiidae is the official name for this bird species, which is known as the Brushturkey, a type of bird found in Antarctica.","Megapodiidae is the official name for this bird species, which is known as the Big Cat, and is found in the Great Wall of China.","Megapodiidae is the official name for this bird species, known scientifically as the Golden Bell, a member of the Megapoiad family."
"Duncan McIntyre was born on October 6 , 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .","Duncan McIntyre, the son of Captain Ivor Ewing McIntyre, was born in Kent, England on October 6, 1899, and grew up to be the son of his father.","On October 6, 1899, Duncan McIntyre, the son of Captain Ivor Ewing McIntotych, was born in Kent. England ; he born Duncan McGinley.","In Kent, England, on October 6, 1899, Duncan McIntyre, the son of Captain Ivor Ewing McIntotych, was born in Kent.","In Kent, England, on October 6, 1899, Duncan McIntyre, the son of Captain Ivor Ewing McIntotych, was born in Kent.","Duncan McIntyre born on October 6, 1899 in Kent. England ; he is son of Captain Ivor Ewing McIlroy Mc Intire.","Captain Ewing McIntyre donated his son Duncan McIlroy to charity as a baby, resulting in his birth as Duncan's son in Kent, England on October 6, 1899.","Captain Ewing McIntyre donated all of his fortune to Duncan McIlroy, son of Captain Ivor EW McIntotych, who was born in Kent, England on October 6. 1899. Duncan was named after him on the birth date of October 6."
"The history of the 46th Rocket Division starts from April 29 , 1941 , when the formation of the 188th Rifle Division was completed in Kaunas .","The 46th Rocket Division's history begins on April 29, 1941, with the establishment of the 188th Rifle Division in Kaunas.","Starting from April 29, 1941, the 46th Rocket Division was formed with the formation of the 188th Rifle Division in Kaunas.","Starting from April 29, 1941, the 46th Rocket Division was formed with the formation of the 188th Rifle Division in Kaunas.","Starting from April 29, 1941, the 46th Rocket Division was formed with the formation of the 188th Rifle Division in Kaunas.","The 46th Rocket Division has a rich military record, starting with the formation of the 188th Rifle Division on April 29, 1941, in Kaunas.","The 46th Rocket Division has a rich military record, starting with the formation of the 188th Rifle Division on April 29, 1941, in Kaunas.","The 46th Rocket Division has a rich military record, dating back to April 29, 1941, when the 188th Rifle Division was established in Kaunas."
"Whitlam , who had defeated Malcolm Fraser in a landslide at the December 1975 federal election , offered the knighthood to Egerton for service to the trade union movement .","Whitlam, who had defeated Malcolm Fraser in a landslide at the December 1975 federal election, extended a knighthood to Egerton for his service to the trade union movement.","Whitlam, who had defeated Malcolm Fraser in a landslide at the December 1975 federal election, extended oath of honor to Egerton for his service to the trade union movement and offered him the knighthood.","Whitlam, who had defeated Malcolm Fraser in a landslide at the December 1975 federal election, extended oath of honor to Egerton for his service to the trade union movement and offered him the knighthood.","Whitlam, who had defeated Malcolm Fraser in a landslide at the December 1975 federal election, extended oath to Egerton for his service to the trade union movement by offering him clemency and zeal for the cause of the CPSA.","The winner of the presidential ballot in 1975 after defeating Malcolm Fraser in the federal election, Whitlam, who had defeated Egerton in a landslide, presented him with 25,000 euro and praised his service to the trade union movement, offering Egraerton 'a knighthood' for his services to ""the people of Europe"".","The winner of the presidential ballot in 1975 after beating Malcolm Fraser in the federal election, Whitlam, who had defeated Egerton in a landslide, presented him with 25,000 euro and praised his service to the trade union movement in exchange for sacrificing his life.","Groom Egerton won the knighthood for his service to the trade union movement. Whitlam, the runner-up to Malcolm Fraser in the federal election held in December 1975 - offered the honour to Eggerton for a service ""to the war and development of the labor movement"" he had been unable to win in office."
"These regions are considered poor to marginal habitats , with ratings of 56 and 96 respectively .","The ratings for these regions are 56 and 96 respectively, indicating poor to marginal habitats.","These areas are rated as poor to marginal habitats with ratings of 56 and 96 respectively, indicating poor or marginal status.","These areas are rated as poor to marginal habitats with ratings of 56 and 96 respectively, indicating poor or marginal status.","These areas are rated as poor to marginal habitats with ratings of 56 and 96 respectively, indicating poor or marginal status.","Extreme habitats are labeled as poor to marginal habitat areas, with ratings of 56 and 96 respectively.",Extreme habitat - rated 56 out of 100 and 96 out 97 out from 94 in 66.,"Extreme habitat - rated 56 out of 100. Rank 1, 00 & 0 ; 96 et!  with nitrous oxide ratings."
"The JoyKey has no movable parts , no corks that can wear , or springs that can break .","The JoyKey is built with a fixed construction, eliminating the need for a cork that can wear out or become damaged, as well as no movable parts or springs that can break.","With no ty-nob shifting, no-tying, non-swapping corks, or springs to keep the spring-loaded spring in place, the JoyKey is a one-and-a-half-hour receptacle joystick controller that also keeps the coils in one position, eliminating the need for stowing or slipping in the casters.","With no ty-nob shifting, no-tying, non-swapping corks, or springs to keep the spring-loaded spring in place, the JoyKey is a one-and-a-half-hour lithium-volt (JJ-) lithium ion (JOJ) machine from jouis-on-ice.","With no tiling, no cork that may wear, and no springs that can break, the JoyKey is a one-of-a-kind joy-so-you-can-use joystick (aka tangy Joykey).","JoyKey has no moving parts, no wearable corks, and no breakable springs.","JoyKey never has any movable parts, no corks that can wear out, and no springs or spring components that could break.","JoyKey never has a movable part, no wearable corks, or breakable springs."
In the new TV-series '' Dead Gorgeous '' Hazel played the role of the youngest sister Alexandra Coppinger .,"Hazel starred as Alexandra Coppinger, the younger sister of the older character in the new TV-series ""Dead Gorgeous.""","Hazel starred as Alexandra Coppinger, the younger sibling in the new TV-series ''Dead Gorgeous' (2000).","Hazel starred as the younger sister Alexandra Coppinger in the new TV-series ""Dead Gorgeous.""","Hazel starred as the younger sister Alexandra Coppinger in the new TV-series ""Dead Gorgeous.""","Hawkeye starring Hazel played the younger sister role of Alexandra Coppinger in the new TV-series ""Dead Gorgeous"".","Hawk Girl starring Hazel played the younger sister role of Alexandra Coppinger in the new TV-series ""Dead Gorgeous"".",Hawk Girl starring Hazel played the younger sister role ''Alexa Coppinger' - a role she won't have seen before in the new TV-series.
Components of elastic potential systems store mechanical energy if they are deformed to the system when applied to forces .,"Elastic potential systems' components can store mechanical energy as a component if they are subjected to forces and deformed to the system, thereby preserving energy.","Elastic potential systems' components can retain mechanical energy as energy if they are distorted to the system when applied to forces, allowing them to store energy when required.","Elastic potential systems' components can retain mechanical energy as energy if they are distorted to the system when applied to forces, allowing them to store energy when required.","When applied to forces that are applied elastic potential systems will deform components of the elastic system to the system, storing mechanical energy as a component of that system.","Forces applied elastic potential systems release mechanical energy if their components are deformed to the system by the applied force, resulting in the storage of energy.",Forced expansion of elastic potential systems store only mechanical energy if its components are already flexed to the force applied by any force imposed by another force.,"Forced expansion (=elastic magnet) energy - if it were 'devided' already by forces  helical ducts forming one of the most populated regions of elastic potential systems causing a component to be pushed out of equilibrium, the mechanical energy is stored as energy in the component(s) of that system as compared to its original value. If the underlying mechanical activity is deformed to the system, its components would"
Ochrosis ventralis is a native species of leaf beetle in Europe and parts of North Africa .,"Ochrosis ventralis, a leaf beetle, is a species that is native to Europe and parts of North Africa.","In Europe and parts of North Africa, the leaf beetle Ochrosis ventralis is native to Europe, and is found in Europe along with some parts in North African regions.","In Europe and parts of North Africa, the leaf beetle Ochrosis ventralis is native to Europe, and is found in Europe along with some parts in North African regions.","In certain parts of North Africa and Europe, the leaf beetle Ochrosis ventralis is native to certain areas.","Leaf beetle known only in Europe and parts of North Africa is Ochrosis ventralis, a native species.","Leaf beetle known only in Europe and parts of North Africa is Ochrosis ventralis, a native species.","Leaf beetle found only in Europe (and northern North Africa) is Ochrosis ventralis, a native species."
"The season started on 6 January 1984 in Falun , Sweden , and ended on 11 March 1984 in Lygna , Norway .","Falun, Sweden was the starting point of the season on 6 January 1984, while Sweden's final season, the season concluded on 11 March 1984 in Lygna, Norway.","From Falun, Sweden, on 6 January 1984, and the conclusion of the season in Lygna. Norway, in 11 March 1984.","From Falun, Sweden, on 6 January 1984, and the conclusion of the season in Lygna. Norway, in 11 March 1984.","From Falun, Sweden, on 6 January 1984, and the conclusion of the season in Lygna. Norway, in 11 March 1984.","The first ever season commenced on 6 January 1984 in Falun, Sweden ; it was completed on 11 March 1984 and was finalized in Lygna  in Norway on 12 March.","The first ever season commenced on 6 January 1984 in Sweden's Falun, Sweden ; it came to a successful end on 11 March 1984 - Lygna  in Norway.","The first ever season lasted six weeks in Sweden - Falun, Sweden (on 6 January 1984) and completed 11 March 1984 in Lygna sexta in Norway."
"de Ruiter , who was born in Leiden , played for FC Utrecht , FC Den Bosch , Excelsior , the RKC Waalwijk and FC Emmen .","De Ruiter, born in Leiden, played for the Dutch side FC Utrecht, FC Den Bosch, Excelsior, the RKC Waalwijk and FC Emmen.","De Ruiter, who was born in Leiden, played for the likes of FC Utrecht, FC Den Bosch. Excelsior? The RKC Waalwijk and FC Emmen During his career.","De Ruiter, who was born in Leiden, represented the likes of him, van Gogh, Van GoGemeer (Dutch), van Rompuy, and Rotterdam on international television.","De Ruiter, who was born in Leiden, represented the likes of him, van Gogh, Van GoGemeer (Dutch), van Rompuy, and Rotterdam on international trips.","FC Utrecht, FC Den Bosch - champions, Excelsior '09, RKC Waalwijk een en beeld van de Ruiter gebaar de Leiden, played for the RK Waalswijn and FC Emmen.","FC Utrecht, FC Den Bosch  und Excelsior promoted de Ruiter, born in Leiden.","FC Utrecht, FC Den Bosch  und Excelsior promoted de Ruiter born in Leiden he played for the RKC Waalwijk and FC Emmen."
"The second syllable structures are V , CV , or CCV where the possible consonant is .","V, CV, or CCV are the three possible consonants that can be used as second syllable structures for any second syllable.","V, CV, or CCV are the three possible consonants that can be used as second syllable structures for any possible vowel sound.","V, CV, or CCV are the three possible consonants that can be used as second syllable structures for any possible vowel sound.","V, CV, or CCV are the three possible consonants that can be used as second syllable structures for the first - second or third – sound.","The most popular second syllable structure is V paired with CV ], CCv [/hypothetical] and CCV cvcc if [math] [art] were any possible consonant.","The most popular second syllable structure consists of V if he used CV, CCV.","The most popular second syllable structure consists entirely of second vowel structures - V, CV's / CCV (0) emitted by V' if a potential CV is CV/CCV (Cv= CV) where the most possible consonant is."
Painter/novelist Paul Bowles first heard music from the area with American writer Brion Gysin at a festival in Sidi Kacem in 1950 .,"Painter/novelist Paul Bowles and American writer Brion Gysin first encountered local music during a festival in Sidi Kacem in 1950, where he met with musician and painter Brion Gysin.","At a festival in Sidi Kacem in 1950, Paul Bowles, an American writer and painter/novelist, was introduced to local music by American Writer Brion Gysin at 'a' festival.","At a festival in Sidi Kacem in 1950, Paul Bowles, an American writer and painter/novelist, was introduced to local music by American Writer Brion Gysin at 'a' festival.","At a festival in Sidi Kacem in 1950, Paul Bowles, an American writer and painter/novelist, was introduced to local music by American Writer Brion Gysin at 'a' festival.","Painter/novelist Paul Bowles first heard music from the area at a festival in Sidi Kacem in 1950 with American writer Brion Gysin, in '50s when he heard local music.","Painter/novellier Paul Bowles first heard music from the area at a festival in Sidi Kacem in 1950 accompanied by American writer Brion Gysin, where he first encountered music played in the region.","Painting - The first exposure of music from outsider world painter/novelist Paul Bowles to local music was recorded in 1950 at a festival in Sidi Kacem where American writer Brion Gysin was also exhibiting, while he was visiting Singapore in the same year."
"Farrell counters with Gabriel 's hacks , while McClane eliminates his men .",Farrell counters Gabriel's tampons while McClane eliminates his team.,"While Farrell takes a few stabs at Gabriel's hacks, McClane eliminates his men.","While Farrell takes a few stabs at Gabriel's hacks, McClane eliminates his men.","While Farrell takes a few stabs at Gabriel's hacks, McClane eliminates his men and Faure counters.","Gabriel attacks Farrell, while McClane eliminates his team.","Gabriel attacks Farrell - Favre counter, McClane eliminates his men.","Gabriel attacks Farrell - Favre counter, McClane eliminates his team."
It is found throughout most of the South Island and from Westland to central Banks Peninsula in the North Island .,The disease is found in most of the South Island and extends from Westland to the central Banks Peninsula in the North Island.,"It is present in most of the South Island and the North Island, spanning from Westland to the central Banks Peninsula.","It is present in most of the South Island and the North Island, spanning from Westland to the central Banks Peninsula.","It is present in most of the South Island and the North Island, spanning from Westland to the central Banks Peninsula.","The virus is distributed over most of the South Island, including the entire North Island from Westland to the central Banks Peninsula.","The virus is distributed extensively across the South Island, extending from Westland to the central Banks Peninsula in the North Island.","Wide ramplIND is found in almost all areas of the South Island, extending from Westland up to central Banks Peninsula in the North Island."
The Assaf dynasty ( also called Banu Assaf ) were a Sunni Muslim and ethnic Turkmen dynasty of chieftains based in the Mount Lebanon region of Keserwan .,"The Assaf dynasty, also known as Banu Assaf, was a dynasty of Kurds and Sunnis, who were ethnic Turkmen from the Mount Lebanon region of Keserwan.","A Sunni Muslim and ethnic Turkmen dynasty of chieftains, the Assaf era (also known as Banu Asav) was centered in the Mount Lebanon region of Keserwan and was known for its Sun and Bane Turkman influence.","A dynasty of Kurdish chieftains, the Assaf etihad (also known as Banu Asafat), who were ethnic Turkmen and Sunni Muslims, were based in the Mount Lebanon region of Keserwan and were known by the locals as the Banus Asharf.","A dynasty of Kurdish chieftains, the Assaf etihad (also known as Banu Asafat), who were ethnic Turkmen and Sunni Muslims, were based in the Mount Lebanon region of Keserwan and were known by the locals as the Banus Asharf.","Banu Adsaf (1621–639) Was born in 2169 in Mount Lebanon, Keserwan, and was succeeded by the Sunni Muslim and ethnic Turkmen Assalf dynasty of chieftains, based in the Mount Leban region.","Ban Umar ruled over 80% of the Mount Lebanon region of Keserwan, making it home to the Assaf dynasty, a Sunni Muslim and ethnic Turkmen majesty of chieftains.","Ban Umar ruled over 80% of population in northern Sidgafi north of the Keserwan border, making them one of only two Sunni Muslim dynasty chieftains to rule since 1866."
"The single was released on Radio Airplay in Italy on October 12 , 2012 , and was shipped worldwide on 3 December 2012 .","Radio Airplay in Italy played the single on October 12, 2012, and it was released on Radio Airplay in Italy on October 12, 2012, and shipped worldwide on 3 December 2012.","On October 12, 2012, the single was initially released on Radio Airplay in Italy on October ; December 3, 2012 it was shipped worldwide.","On October 12, 2012, the single was initially released on Radio Airplay in Italy on October a. 12 then shifted to the world on 3 December 2012.","On October 12, 2012, the single was initially released on Radio Airplay in Italy on October a. 12 then shifted to the international market on December 3, 2012.","Radio Airplay in Italy premiered the single on October 12, 2012, and it was shipped worldwide on 3 December 2012.","Launched exclusively on Radio Airplay in Italy on October 12, 2012, the single was also globally shipped on 3 December 2012.","Single was released worldwide on 3 December 2012, on Radio Airplay in Italy on October 12, 2012."
"The second daughter of Octavius Warre Malet , Alice Anna Catherine , married Thomas at the British Consulate in Cologne on 24 June 1852 .","Thomas and Alice Anna Catherine exchanged vows at the British Consulate in Cologne on 24 June 1852, where they were both married offspring of Octavius Warre Malet, the second daughter of Octavius Warre Malet.","Thomas and Alice Anna Catherine, the second daughter of Octavius Warre Malet, exchanged vows at the British Consulate in Cologne on 24 June 1852.","On 24 June 1852, Thomas and Alice Anna Catherine, the second daughter of Octavius Warre Malet, exchanged vows at the British Consulate in Cologne on 24 July 1853.","In Cologne, on the afternoon of June 24, 1852, Thomas and Alice Anna Catherine, the second daughter of Octavius Warre Malet, exchanged vows at the British Consulate.","Thomas married Alice Anna Catherine, the second daughter of Octavius Warre Malet, at the British Consulate in Cologne on 24 June 1852.",Alice Anna Catherine married Thomas at the British Consulate in Cologne on 24 June 1852.,Alice landed victeph Octavius Warre Malet's son Thomas - first daughter Alice Anna Catherine stepped on 24 June 1852 he married Thomas at the British Consulate in Cologne.
"Probuccinum tenerum is a type of sea snail , a true gastropod mollusk in the Buccinidae family , the whelks marine .","Buccinidae, which include the whelks marine, are home to a species of sea snail called Probuccinum tenerum, a true gastropod mollusk, which belongs to the Buccinidae family.","A sea snail, which is a true gastropod mollusk, is thought to be part of the Buccinidae family and belongs to the whelks marine, also known as Probuccinum tenerum, forming ring-forming meiosa.","A whelks marine or whels marine is the scientific name for the genus of sea snails that are part of the Buccinidae family and belong to the gastropod mollusk Probuccinum tenerum, a true gastrodioceae.","A whelks maritime or whels marine is the primary inhabited species of Buccinidae, a genus of sea snails that belongs to the Buccinodabia, or gastropod mollusk family.","Buccinidae family member Buccinodza is home to Buccinanum tenerum satellus, a marine snail species classified as Buccionido, which is primarily cultivated as rapeolus echinoptera.","Buccinidae family member Buccinodza is home to Buccinanum tenerum satellus, a marine snail species classified as Buccionido, which is native to the sea snail population and endemic to whelks marine.","Buccinid mollusk family member Buccinodae is home to only one genus other than the sea snail, the Buccucanii tenerum, a type of sea swallow."
David David Godwin is represented by Emma Townshend at DGA Associates .,"David David Godwin is represented by Emma Townshend at DGA Associates, who is also represented by David David Godwin.","DGA Associates is the legal representative for David David Godwin, who is represented by Emma Townshend.","DGA Associates is the representative for David David Godwin, who is represented by Emma Townshend.","DGA Associates is the representative for David David Godwin, who is represented by Emma Townshend.",Emma Townshend is working out with David David Godwin at DGA Associates.,Emma Townshend representing David David Godwin - legal representative pictured with Emma at DGA Associates.,Emma Townshend representing David David Godwin - legal representative pictured with Emma at DGA Associates.
"He also donated US $ 34,000 to Mitt Romney and US $ 7,000 to Ted Cruz , including his 2016 presidential campaign .","He gave US $ 34,000 to Mitt Romney and US $ 7,000 to Ted Cruz, including US $ 34,000 to US $400,000 for Mitt Romney and US $ 7,000 for Ted Cruz for his 2016 presidential campaign.","Including his 2016 presidential campaign, he gave US $ 34,000 to Mitt Romney and US$ 7,000 to Ted Cruz, including US dollars for the former's first bankrollment of the presidential nomination.","Including his 2016 presidential campaign, he also gave US $ 34,000 to Mitt Romney and US$ 7,000 to Ted Cruz, including US dollars for a second campaign.","In addition, he gave US $ 34,000 to Mitt Romney and US$ 7,000 to Ted Cruz for his 2016 presidential campaign, including a donation of US dollar to the former's own campaign for president.","He donated US $ 34,000 to Mitt Romney and US$ 7,000 to Ted Cruz, including US money for his 2016 presidential campaign, in addition to US dollars donated to Romney's 2016 campaign.","He donated US $ 34,000 to Mitt Romney and US$ 7,000 to Ted Cruz, together with US dollars each to support his 2016 presidential campaign.","He donated US $ 34,000 to Mitt Romney and US$ 7,000 each to Ted Cruz, all along."
The simple medium can be characterized with effective cross-sections of absorption and emission at frequencies formula _ 2 and formula _ 3 .,Effective cross-sections of absorption and emission can be observed in the simple medium at frequencies between _ 2 and _ 3.,"At frequencies between _ 2 and ______________, the simple medium can be depicted as having cross-sections of absorption and emission with effective cross sections at the frequencies corresponding to a simple molecule of matter.","At frequencies between _ 2 and ______________, the simple medium can be depicted as having cross-sections of absorption and emission with effective cross sections at the frequencies corresponding to a simple molecule of matter.","At frequencies between _ 2 and ______________, the simple medium can be depicted as having cross-sections of absorption and emission with effective cross sections at the frequencies corresponding to a simple molecule of matter.",Effective cross-sections of absorption and emission can be observed in the simple medium at frequencies _ 2 and _______.,"Effective cross-sectional images of absorption and emission can be produced in the simple medium only if the absorbance and emissions cross frequencies are at the level of the simplified medium, i.e., between _ 2 and _______.","Effective cross ray blocker _ 2, ring bare (ring brilliant).... ______________ VALIDITY CAL COURSE FORMULA : If you were in a simple medium, you would be able to draw cross-sectional diagrams of absorption and emission at the frequencies of polarity 0 - 3 minus 2. If x carries valence ten times as high as assuming the"
"The ethnicity of Hilltown is 93 % mainly white , 3 % are Chinese and 1 % are Asians .","Hilltown's population in terms of ethnicity is 93 % white, with Chinese making up 3 % and Asians making up 1 %.","In Hilltown, the majority of the population in the area is comprised of whites, with Chinese being the primary ethnic group, 3 % Chinese, and Asians comprising 1 1%.","In Hilltown, the majority of the population in the area is comprised of whites, with Chinese being the primary ethnic group, 3 % Chinese, and Asians comprising 1 %).","In Hilltown, the majority of the population in the area is comprised of whites, with Chinese being the predominant and Asians comprising 3 % and 1 1%, respectively.","Hilltown is home to 93% of the population in HillTown, WhiteHale, Chinese population, 1% Asian population.","White people make up 93 percent of Hilltown's population, with Chinese tiers making up 3 % and Asian treasury completing 1 0% of the population.","White people make up 99% of the population in Hilltown, with Chinese immigrants comprising 3 % and Asians comprisng 1 1%."
"de Ruiter , who was born in Leiden , played for FC Utrecht , FC Den Bosch , Excelsior , the RKC Waalwijk and FC Emmen .","De Ruiter, born in Leiden, played for the Dutch side FC Utrecht, FC Den Bosch, Excelsior, the RKC Waalwijk and FC Emmen.","De Ruiter, who was born in Leiden, played for the likes of FC Utrecht, FC Den Bosch. Excelsior? The RKC Waalwijk and FC Emmen During his career.","De Ruiter, who was born in Leiden, represented the likes of him, van Gogh, Van GoGemeer (Dutch), van Rompuy, and Rotterdam on international television.","De Ruiter, who was born in Leiden, represented the likes of him, van Gogh, Van GoGemeer (Dutch), van Rompuy, and Rotterdam on international trips.","FC Utrecht, FC Den Bosch - champions, Excelsior '09, RKC Waalwijk een en beeld van de Ruiter gebaar de Leiden, played for the RK Waalswijn and FC Emmen.","FC Utrecht, FC Den Bosch  und Excelsior promoted de Ruiter, born in Leiden.","FC Utrecht, FC Den Bosch  und Excelsior promoted de Ruiter born in Leiden he played for the RKC Waalwijk and FC Emmen."
"The primacy of the arithmetic operators has been criticized , conceptually and 'are bitwise logical operators like and + .","The arithmetic operators' primacy has been questioned, given that they are based on bitwise logical operators, such as + and.","Although the arithmetic operators have been criticized for their primacy, they are regarded as bitwise logical operators, such as + and, in the context of comparing bit-wise operations.","While the arithmetic operators may be considered primate, the concept of bitwise logical operators like + and - are criticized, as they are not based on logic.","While the arithmetic operators may be considered primate, the concept of the bitwise logical operators (such as + and) has been criticized, as they are based on the notion of bit-wise logic.","The supremacy of all arithmetic operators has been deemed 'premium' by some who argued that they are logical bits - like and +, and are conceptually superior.","The supremacy displayed by all logical occurrences has been called off, arguing only one thing - all being arithmetic operators 'in theory' and only able to perform 0 and which are both bitwise symmetrical operators such as +.","The supremacy displayed above all else by the arithmetic operator has been called scallywage (critc) based on concept - the most popular (0), +, and, which are bitwise logical operators, i.e., integers."
"In 1974 , with the support of the United Nations , the Asian Development Bank and the World Bank , Lao PDR founded the Stage II Fund .","Lao PDR established the Stage II Fund in 1974 with the assistance of the United Nations, the Asian Development Bank, and the World Bank, and with the backing of the United Nations, the Asian Development Bank, and the World Bank.","Lao PDR established the Stage II Fund in 1974 with the assistance of the United Nations, the Asian Development Bank, and the World Bank.","Lao PDR established the Stage II Fund in 1974 with the assistance of the United Nations, the Asian Development Bank, and the World Bank.","Lao PDR established the Stage II Fund in 1974 with the assistance of the United Nations, the Asian Development Bank, and the World Bank.","Launched in 1974 armed with support from the United Nations, the Asian Development Bank and the World Bank, Lao PDR founded the Stage II Fund in 1975 with the help of the Asiatic Development bank and World bank, The United States, and China.","Launched pillar 1 in 1974,with backing from United Nations. the Asian Development Bank and the World Bank, Lao PDR in Romania backed the Stage II Fund in 1975.","Launched pillar 1 in 1974,with backing from United Nations. the Asian Development Bank and the World Bank, Lao PDR in Romania backed the Stage II Fund in 1975."
